farm_id,field_id,region,latitude,longitude,elevation,soil_type,soil_ph,organic_matter_percent,nitrogen_content,phosphorus_content,potassium_content,avg_temperature,annual_rainfall,humidity_percent,solar_radiation,crop_type,crop_variety,planting_date,harvest_date,fertilizer_type,fertilizer_amount_kg_ha,irrigation_method,irrigation_frequency_days,tillage_type,seed_rate_kg_ha,pest_pressure,disease_pressure,pesticide_used,yield_per_hectare,cost_per_hectare,revenue_per_hectare,profit_per_hectare,water_usage_mm,carbon_footprint_kg_co2
FARM_00128,FIELD_FARM_00128_5,Midwest,40.520486,-93.000234,526.8,Clay,6.44,3.33,40.6,76.1,202.5,11.7,1071.5,66.5,15.1,Soybeans,Maturity_Group_2,2023-05-18,2023-09-01,Phosphorus_High,112.2,Rainfall_Only,0,Conventional_Till,70.4,Low,Medium,Yes,3.84,979.66,1943.28,963.62,0.0,356.3
FARM_00130,FIELD_FARM_00130_1,Southeast,28.816595,-82.767794,646.7,Clay,6.42,3.97,32.6,33.3,123.4,15.2,1309.7,66.9,24.8,Soybeans,Maturity_Group_3,2023-06-20,2023-09-21,Organic_Compost,1820.5,Subsurface_Drip,8,Deep_Till,69.9,High,Low,Yes,2.75,1892.68,1183.25,-709.43,221.5,365.9
FARM_00131,FIELD_FARM_00131_5,Northeast,45.94674,-78.754144,1487.5,Clay,7.4,3.15,27.7,75.0,65.5,6.6,797.7,66.8,17.3,Soybeans,Maturity_Group_2,2023-06-26,2023-10-17,Phosphorus_High,98.3,Subsurface_Drip,8,Conventional_Till,63.9,Medium,Medium,No,3.31,1204.22,1234.36,30.14,172.5,433.6
FARM_00136,FIELD_FARM_00136_4,Pacific_Northwest,45.067237,-111.511095,1443.4,Loam,6.53,3.24,34.4,56.1,67.5,10.6,781.7,47.1,27.4,Soybeans,Maturity_Group_2,2023-05-03,2023-09-23,Organic_Compost,1781.2,Rainfall_Only,0,Deep_Till,71.2,Low,Low,No,2.98,1351.87,1325.96,-25.92,0.0,324.3
FARM_00143,FIELD_FARM_00143_5,Southeast,32.229638,-90.139204,91.5,Loam,7.47,4.02,44.1,32.7,219.1,18.6,1282.5,70.7,23.6,Soybeans,Maturity_Group_3,2023-05-28,2023-10-06,Organic_Compost,1680.0,Subsurface_Drip,13,Deep_Till,63.0,Medium,Low,No,3.18,1418.12,1646.74,228.61,115.8,527.5
FARM_00147,FIELD_FARM_00147_5,Northeast,45.687317,-75.422826,458.6,Clay,6.73,5.51,50.9,58.6,141.2,10.4,1100.0,45.4,23.6,Soybeans,Maturity_Group_2,2023-06-06,2023-09-30,Phosphorus_High,107.2,Subsurface_Drip,13,Minimum_Till,52.5,Low,Low,No,4.55,945.8,1767.29,821.49,192.7,328.9
FARM_00148,FIELD_FARM_00148_2,Southeast,28.576908,-97.3868,1157.3,Loam,7.25,4.93,43.9,14.7,62.0,16.8,1546.0,63.5,19.1,Soybeans,Maturity_Group_3,2023-04-03,2023-08-10,Organic_Compost,2053.7,Rainfall_Only,0,Conventional_Till,51.3,High,Low,No,3.35,1404.39,1786.87,382.49,0.0,280.5
FARM_00175,FIELD_FARM_00175_2,Great_Plains,39.086756,-93.519478,723.9,Loam,7.45,4.15,47.3,39.9,168.8,13.6,562.5,71.8,18.8,Soybeans,Maturity_Group_3,2023-05-10,2023-08-16,Phosphorus_High,91.5,Rainfall_Only,0,Strip_Till,56.0,Low,Low,No,4.56,938.85,2148.24,1209.39,0.0,302.5
FARM_00180,FIELD_FARM_00180_2,Southeast,29.154363,-85.732611,525.3,Clayey_Loam,7.15,2.96,26.8,79.5,267.1,18.4,1213.3,52.8,22.8,Soybeans,Maturity_Group_4,2023-05-23,2023-10-18,Organic_Compost,1738.3,Rainfall_Only,0,Reduced_Till,55.6,High,Low,Yes,2.69,1377.74,1120.15,-257.59,0.0,210.9
FARM_00196,FIELD_FARM_00196_5,Midwest,48.323481,-83.403037,255.9,Silt,6.94,3.97,38.8,55.8,299.5,8.3,733.8,58.4,20.2,Soybeans,Maturity_Group_4,2023-06-01,2023-10-03,Organic_Compost,2047.0,Subsurface_Drip,5,Conventional_Till,54.1,High,Low,Yes,2.4,1809.03,1112.53,-696.51,287.4,378.6
FARM_00198,FIELD_FARM_00198_5,Midwest,44.505706,-99.380164,152.8,Loam,6.95,2.07,26.0,46.0,201.4,10.5,916.2,66.2,25.3,Soybeans,Maturity_Group_2,2023-04-22,2023-08-26,Organic_Compost,1468.4,Rainfall_Only,0,Strip_Till,62.1,High,Low,Yes,2.38,1252.15,1042.81,-209.34,0.0,186.9
FARM_00205,FIELD_FARM_00205_1,California_Central_Valley,36.407387,-121.719725,84.9,Silt,7.46,2.61,22.0,43.8,65.8,17.8,494.3,56.2,26.3,Soybeans,Maturity_Group_4,2023-06-03,2023-09-13,Phosphorus_High,72.1,Sprinkler,6,Minimum_Till,63.2,Medium,Medium,No,3.09,914.47,1530.73,616.26,566.0,406.1
FARM_00216,FIELD_FARM_00216_5,Southeast,31.336817,-99.735491,165.1,Loam,7.5,4.41,46.0,45.7,125.0,15.9,1027.7,56.9,26.3,Soybeans,Maturity_Group_4,2023-06-20,2023-09-21,Organic_Compost,2239.3,Rainfall_Only,0,Strip_Till,50.7,High,Medium,Yes,3.0,1382.75,1590.5,207.75,0.0,150.9
FARM_00233,FIELD_FARM_00233_3,Great_Plains,40.464561,-91.273124,43.7,Silt,7.67,3.45,33.3,51.7,141.5,13.2,561.6,45.3,16.9,Soybeans,Maturity_Group_4,2023-05-25,2023-10-06,Phosphorus_High,73.4,Subsurface_Drip,6,Reduced_Till,64.1,Medium,Low,Yes,2.94,1091.53,1328.25,236.72,323.7,421.8
FARM_00237,FIELD_FARM_00237_2,Pacific_Northwest,42.689828,-121.518821,1063.4,Silt,6.41,2.03,14.3,59.4,110.9,10.9,1641.7,79.9,28.3,Soybeans,Maturity_Group_2,2023-05-08,2023-10-05,Phosphorus_High,103.0,Rainfall_Only,0,Conventional_Till,68.6,Medium,Low,Yes,2.3,1073.87,1193.13,119.25,0.0,348.5
FARM_00238,FIELD_FARM_00238_5,Pacific_Northwest,43.666874,-110.923285,256.6,Loam,7.18,3.92,43.4,61.6,270.6,10.7,1970.0,85.0,25.9,Soybeans,Maturity_Group_3,2023-04-27,2023-09-04,Organic_Compost,1613.1,Rainfall_Only,0,Strip_Till,70.0,Medium,Low,No,2.62,1058.18,1515.37,457.19,0.0,183.2
FARM_00246,FIELD_FARM_00246_1,Great_Plains,40.596074,-90.648149,963.2,Silt,6.4,4.11,35.1,56.2,167.7,10.8,600.8,42.7,21.2,Soybeans,Maturity_Group_4,2023-04-20,2023-09-10,Phosphorus_High,77.9,Subsurface_Drip,10,Minimum_Till,64.1,Medium,High,No,2.6,963.22,1187.34,224.11,192.6,336.5
FARM_00249,FIELD_FARM_00249_1,Northeast,44.522329,-77.891447,1399.0,Clay,7.03,5.25,52.9,19.5,161.9,11.0,881.6,61.0,19.1,Soybeans,Maturity_Group_3,2023-05-01,2023-08-24,Organic_Compost,2493.0,Subsurface_Drip,12,Minimum_Till,70.6,Medium,Low,Yes,3.22,1866.96,1170.1,-696.86,116.2,344.9
FARM_00259,FIELD_FARM_00259_2,Great_Plains,43.066231,-96.24851,282.6,Loam,6.78,3.06,24.1,13.5,117.1,12.6,566.8,82.5,20.9,Soybeans,Maturity_Group_4,2023-06-03,2023-10-11,Phosphorus_High,107.2,Drip_Irrigation,2,Deep_Till,64.2,High,Low,Yes,3.04,1217.16,1617.04,399.88,1355.5,624.5
FARM_00263,FIELD_FARM_00263_4,Pacific_Northwest,47.324246,-122.476834,1250.4,Clayey_Loam,7.16,3.71,38.2,44.8,73.5,10.2,2465.8,83.2,19.8,Soybeans,Maturity_Group_2,2023-06-14,2023-10-25,Organic_Compost,1848.1,Rainfall_Only,0,No_Till,57.2,High,Medium,Yes,1.49,1237.11,830.91,-406.2,0.0,150.8
FARM_00281,FIELD_FARM_00281_1,California_Central_Valley,35.751553,-121.845634,1318.3,Clayey_Loam,6.34,5.44,56.5,19.0,56.5,18.1,361.4,82.1,18.5,Soybeans,Maturity_Group_4,2023-06-26,2023-11-05,Phosphorus_High,124.9,Sprinkler,3,Reduced_Till,56.4,Medium,Medium,No,1.99,941.76,1025.95,84.19,873.4,434.1
FARM_00282,FIELD_FARM_00282_1,Southeast,28.876853,-79.991896,446.5,Clayey_Loam,6.18,4.47,49.0,52.6,190.0,20.8,1301.9,51.7,19.4,Soybeans,Maturity_Group_2,2023-04-17,2023-08-10,Organic_Compost,1522.3,Rainfall_Only,0,Reduced_Till,57.7,Low,High,Yes,2.99,1289.62,1643.36,353.74,0.0,215.9
FARM_00287,FIELD_FARM_00287_2,Southeast,35.066655,-104.997979,780.3,Silt,7.17,4.43,37.9,57.7,65.9,17.4,1571.1,64.3,19.3,Soybeans,Maturity_Group_2,2023-05-17,2023-08-19,Organic_Compost,1426.6,Rainfall_Only,0,Conventional_Till,55.3,High,Low,Yes,2.58,1226.02,1473.81,247.79,0.0,335.4
FARM_00300,FIELD_FARM_00300_5,Southwest,28.997046,-111.777083,208.9,Clay,6.47,3.99,33.1,29.6,293.1,18.9,493.3,40.0,23.9,Soybeans,Maturity_Group_2,2023-05-11,2023-10-03,Phosphorus_High,121.4,Drip_Irrigation,2,Reduced_Till,49.2,Low,High,No,3.0,1158.91,1384.0,225.09,1002.4,349.4
FARM_00303,FIELD_FARM_00303_5,Midwest,39.61543,-97.520633,1152.6,Clay,6.16,2.57,31.6,19.7,244.0,11.2,922.8,53.9,17.2,Soybeans,Maturity_Group_4,2023-06-05,2023-09-03,Phosphorus_High,90.9,Subsurface_Drip,7,Reduced_Till,60.5,Low,Low,No,3.73,1171.35,1750.57,579.23,301.9,345.2
FARM_00308,FIELD_FARM_00308_5,Great_Plains,47.120181,-93.858087,605.7,Silt,6.54,3.64,32.6,20.7,251.6,12.0,788.7,52.7,22.2,Soybeans,Maturity_Group_2,2023-04-15,2023-08-10,Phosphorus_High,79.6,Rainfall_Only,0,Deep_Till,54.8,Low,Medium,Yes,3.42,1071.85,1948.32,876.47,0.0,487.4
FARM_00310,FIELD_FARM_00310_3,California_Central_Valley,35.715407,-118.568443,463.3,Clayey_Loam,6.57,3.69,24.9,18.2,96.2,16.3,269.5,83.4,22.6,Soybeans,Maturity_Group_3,2023-04-26,2023-08-22,Organic_Compost,2317.2,Micro_Sprinkler,10,Conventional_Till,59.8,Medium,High,Yes,2.18,1834.86,805.89,-1028.97,189.6,352.5
FARM_00311,FIELD_FARM_00311_2,California_Central_Valley,39.228724,-120.614936,981.9,Silt,6.34,3.9,32.5,42.2,109.2,17.9,255.5,83.6,25.5,Soybeans,Maturity_Group_3,2023-04-06,2023-07-28,Organic_Compost,1714.5,Micro_Sprinkler,12,Deep_Till,56.2,Medium,Medium,No,2.02,1485.86,991.38,-494.48,255.6,368.8
FARM_00331,FIELD_FARM_00331_2,Southwest,33.343827,-112.307114,1314.5,Silt,6.25,2.45,34.3,60.1,203.7,18.3,551.6,76.6,25.0,Soybeans,Maturity_Group_4,2023-04-23,2023-09-16,Phosphorus_High,113.6,Drip_Irrigation,1,Minimum_Till,57.1,Medium,Medium,Yes,3.24,1069.71,1780.76,711.05,1483.9,351.4
FARM_00335,FIELD_FARM_00335_3,California_Central_Valley,36.74239,-121.283281,970.6,Clayey_Loam,6.76,2.89,19.6,42.5,203.9,16.3,482.7,84.1,23.2,Soybeans,Maturity_Group_3,2023-05-01,2023-09-05,Nitrogen_High,157.9,Subsurface_Drip,6,Minimum_Till,49.5,Medium,Medium,Yes,2.11,1233.42,948.37,-285.05,291.8,563.8
FARM_00341,FIELD_FARM_00341_5,Northeast,40.274771,-75.723781,1116.9,Clayey_Loam,6.54,4.11,35.7,50.4,178.8,10.1,1089.7,59.1,21.4,Soybeans,Maturity_Group_4,2023-05-23,2023-09-02,Organic_Compost,1428.8,Rainfall_Only,0,Strip_Till,55.5,High,Medium,Yes,2.09,1178.11,1145.71,-32.39,0.0,213.6
FARM_00351,FIELD_FARM_00351_5,Pacific_Northwest,42.943585,-111.294956,705.4,Clay,6.77,4.85,41.6,27.6,91.6,10.4,1957.8,74.1,25.0,Soybeans,Maturity_Group_4,2023-05-10,2023-08-09,Phosphorus_High,70.0,Subsurface_Drip,9,Reduced_Till,56.7,Medium,Low,No,2.15,886.75,1245.72,358.97,277.5,342.0
FARM_00355,FIELD_FARM_00355_5,Northeast,42.21702,-76.385786,56.6,Clayey_Loam,6.79,4.52,40.2,27.0,269.3,10.5,1239.9,76.8,29.9,Soybeans,Maturity_Group_3,2023-06-23,2023-10-29,Organic_Compost,1643.2,Rainfall_Only,0,Minimum_Till,58.6,Low,High,Yes,2.86,1322.29,1049.78,-272.51,0.0,209.0
FARM_00375,FIELD_FARM_00375_4,California_Central_Valley,36.099415,-120.526758,546.0,Silt,7.31,4.33,44.0,63.5,92.0,17.3,319.8,51.5,22.9,Soybeans,Maturity_Group_3,2023-06-25,2023-11-11,Organic_Compost,2580.4,Drip_Irrigation,1,Strip_Till,57.4,High,High,Yes,1.57,1819.44,753.7,-1065.74,2032.1,266.7
FARM_00386,FIELD_FARM_00386_2,Northeast,45.780309,-75.076932,1358.8,Loam,7.5,2.51,30.5,25.6,70.2,11.2,1215.3,58.2,25.5,Soybeans,Maturity_Group_3,2023-06-05,2023-09-22,Organic_Compost,2476.5,Rainfall_Only,0,Deep_Till,70.2,Low,Low,No,2.76,1635.01,1081.7,-553.31,0.0,334.5
FARM_00389,FIELD_FARM_00389_1,California_Central_Valley,35.078362,-120.328007,128.4,Clayey_Loam,7.23,4.21,33.8,74.7,243.8,17.7,393.5,81.6,25.7,Soybeans,Maturity_Group_4,2023-04-01,2023-08-22,Phosphorus_High,94.4,Drip_Irrigation,2,Strip_Till,52.0,Medium,Medium,No,2.11,1030.22,971.28,-58.94,1001.0,324.4
FARM_00403,FIELD_FARM_00403_2,Pacific_Northwest,45.327051,-122.107971,941.1,Clayey_Loam,6.6,4.9,44.3,44.7,282.6,12.6,2050.2,53.3,23.2,Soybeans,Maturity_Group_4,2023-04-07,2023-07-30,Phosphorus_High,115.5,Rainfall_Only,0,Reduced_Till,57.4,High,Low,Yes,1.97,1042.95,872.48,-170.47,0.0,290.0
FARM_00408,FIELD_FARM_00408_3,Pacific_Northwest,44.40595,-116.091923,282.2,Clayey_Loam,7.05,3.92,40.8,35.6,59.2,12.6,668.4,82.7,23.6,Soybeans,Maturity_Group_3,2023-05-26,2023-08-30,Phosphorus_High,91.3,Rainfall_Only,0,Conventional_Till,65.8,Medium,Low,Yes,4.12,1052.95,2371.93,1318.98,0.0,371.3
FARM_00410,FIELD_FARM_00410_2,Midwest,39.651928,-102.80186,173.3,Clayey_Loam,6.6,3.11,29.2,41.5,195.9,9.1,646.6,46.5,25.5,Soybeans,Maturity_Group_2,2023-05-28,2023-10-09,Phosphorus_High,120.2,Rainfall_Only,0,No_Till,50.9,High,Medium,No,2.64,664.85,1178.06,513.21,0.0,252.6
FARM_00415,FIELD_FARM_00415_1,Southeast,31.110943,-84.477483,167.7,Clayey_Loam,7.13,4.31,38.4,56.4,226.7,20.4,1564.7,63.1,27.0,Soybeans,Maturity_Group_3,2023-05-05,2023-09-23,Organic_Compost,2054.7,Rainfall_Only,0,Conventional_Till,68.6,Medium,Low,No,3.55,1456.31,1809.26,352.95,0.0,344.5
FARM_00417,FIELD_FARM_00417_2,California_Central_Valley,37.577735,-119.721181,332.4,Silt,7.11,2.23,21.5,51.1,277.4,16.6,432.1,45.9,18.6,Soybeans,Maturity_Group_4,2023-05-18,2023-09-26,Organic_Compost,2598.9,Subsurface_Drip,11,Conventional_Till,68.1,Medium,Medium,Yes,2.32,1879.59,1299.76,-579.83,196.4,465.2
FARM_00418,FIELD_FARM_00418_2,Northeast,46.321008,-68.603044,471.4,Clayey_Loam,6.98,4.06,29.9,47.2,139.2,10.8,1154.9,81.0,15.2,Soybeans,Maturity_Group_2,2023-06-02,2023-09-20,Phosphorus_High,107.8,Subsurface_Drip,7,Reduced_Till,71.7,Medium,Low,Yes,2.93,1325.37,1235.49,-89.87,219.3,351.9
FARM_00421,FIELD_FARM_00421_3,Southeast,33.452633,-78.397638,1373.8,Silt,6.41,2.6,33.0,74.7,256.6,17.0,1018.0,64.7,25.8,Soybeans,Maturity_Group_2,2023-04-02,2023-07-03,Phosphorus_High,120.8,Rainfall_Only,0,Reduced_Till,64.3,High,Medium,No,2.47,996.03,1060.5,64.48,0.0,285.5
FARM_00422,FIELD_FARM_00422_2,Pacific_Northwest,45.171103,-111.833625,150.0,Clay,6.67,3.36,35.5,71.1,143.2,12.4,1305.3,58.1,15.4,Soybeans,Maturity_Group_2,2023-06-08,2023-10-06,Phosphorus_High,101.9,Rainfall_Only,0,Deep_Till,50.6,Low,Medium,Yes,2.84,1236.33,1087.57,-148.76,0.0,388.0
FARM_00426,FIELD_FARM_00426_4,Midwest,45.711125,-103.222991,879.4,Clay,6.08,3.24,22.4,30.2,206.9,10.3,967.3,64.7,19.1,Soybeans,Maturity_Group_4,2023-05-21,2023-09-06,Phosphorus_High,90.7,Rainfall_Only,0,Reduced_Till,56.2,High,Low,Yes,2.15,793.81,984.18,190.37,0.0,349.3
FARM_00427,FIELD_FARM_00427_3,Southeast,34.107183,-96.790503,639.8,Clay,7.43,5.21,55.3,59.5,273.9,16.4,1076.3,73.9,21.4,Soybeans,Maturity_Group_4,2023-04-01,2023-07-18,Organic_Compost,1801.0,Rainfall_Only,0,Minimum_Till,60.4,Low,Medium,No,3.17,1305.08,1592.91,287.83,0.0,185.4
FARM_00433,FIELD_FARM_00433_4,Great_Plains,40.470505,-93.628669,902.2,Loam,7.42,3.94,30.8,61.0,211.4,13.9,406.9,66.9,26.7,Soybeans,Maturity_Group_3,2023-06-10,2023-11-04,Organic_Compost,2149.7,Subsurface_Drip,7,No_Till,69.3,High,Medium,Yes,2.22,1644.5,956.48,-688.02,247.7,219.7
FARM_00435,FIELD_FARM_00435_3,Southeast,26.096973,-100.474733,1032.7,Clay,6.28,4.25,44.9,20.5,214.9,16.9,1073.0,69.8,22.0,Soybeans,Maturity_Group_2,2023-04-12,2023-07-19,Organic_Compost,2499.4,Rainfall_Only,0,Deep_Till,69.8,Low,Medium,No,3.59,1542.39,1682.26,139.86,0.0,390.6
FARM_00437,FIELD_FARM_00437_1,Southeast,36.528854,-102.281358,1106.9,Clay,7.24,3.76,37.1,20.9,183.9,16.4,1395.0,63.8,21.2,Soybeans,Maturity_Group_3,2023-06-10,2023-09-12,Organic_Compost,2222.6,Rainfall_Only,0,Reduced_Till,50.9,Low,Medium,Yes,3.13,1375.65,1126.42,-249.23,0.0,256.8
FARM_00442,FIELD_FARM_00442_1,Pacific_Northwest,42.37588,-120.298917,224.1,Clayey_Loam,6.25,3.97,43.8,13.5,272.3,11.7,1695.1,68.2,19.4,Soybeans,Maturity_Group_2,2023-04-24,2023-08-22,Phosphorus_High,121.7,Rainfall_Only,0,No_Till,59.7,Low,Low,No,4.17,840.99,2143.88,1302.89,0.0,263.7
FARM_00453,FIELD_FARM_00453_5,Midwest,44.716397,-93.079735,224.5,Clay,7.44,3.04,28.9,47.6,173.0,11.2,1002.2,45.7,20.2,Soybeans,Maturity_Group_4,2023-05-27,2023-09-10,Organic_Compost,1661.0,Subsurface_Drip,12,Reduced_Till,56.0,High,Medium,Yes,2.61,1605.32,1251.55,-353.77,195.5,305.6
FARM_00459,FIELD_FARM_00459_5,Pacific_Northwest,47.926508,-118.77901,54.2,Clay,6.96,5.46,49.5,39.0,294.3,11.3,2220.4,82.9,25.1,Soybeans,Maturity_Group_4,2023-05-02,2023-08-22,Organic_Compost,1705.7,Rainfall_Only,0,Conventional_Till,55.3,Low,Low,Yes,2.28,1422.08,1050.23,-371.85,0.0,316.1
FARM_00465,FIELD_FARM_00465_3,Pacific_Northwest,47.139528,-113.637765,628.8,Clayey_Loam,7.25,2.82,24.6,50.1,267.0,12.7,1105.7,43.0,21.3,Soybeans,Maturity_Group_3,2023-06-09,2023-10-14,Organic_Compost,1487.2,Subsurface_Drip,10,Reduced_Till,61.7,Low,Low,No,2.84,1443.08,1251.06,-192.02,205.6,264.5
FARM_00474,FIELD_FARM_00474_4,Southeast,28.149476,-95.813643,161.9,Clay,7.35,3.47,31.1,24.2,147.0,17.9,1036.2,74.6,20.9,Soybeans,Maturity_Group_3,2023-05-08,2023-09-30,Phosphorus_High,107.6,Subsurface_Drip,9,Minimum_Till,67.6,Medium,Low,Yes,3.26,1099.32,1690.27,590.95,223.5,394.0
