antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski,rule_category,agricultural_interpretation
"pest_pressure_Low, crop_type_Cotton","yield_category_Low, planting_season_Spring",0.0532,0.2502,0.0532,1.0,3.9968025579536373,1.0,0.03988936,inf,0.7919307139839459,0.2126298960831335,1.0,0.6063149480415667,Agricultural Pattern,Farming practice association
"profit_category_Low, crop_type_Cotton","yield_category_Low, planting_season_Spring",0.095,0.2502,0.095,1.0,3.9968025579536373,1.0,0.071231,inf,0.8285082872928177,0.37969624300559557,1.0,0.6898481215027978,Agricultural Pattern,Farming practice association
"crop_type_Cotton, disease_pressure_Low","yield_category_Low, planting_season_Spring",0.0638,0.2502,0.0638,1.0,3.9968025579536373,1.0,0.04783724,inf,0.8008972441785943,0.25499600319744203,1.0,0.627498001598721,Agricultural Pattern,Farming practice association
"planting_season_Spring, crop_type_Cotton, disease_pressure_Low",yield_category_Low,0.0638,0.2502,0.0638,1.0,3.9968025579536373,1.0,0.04783724,inf,0.8008972441785943,0.25499600319744203,1.0,0.627498001598721,Agricultural Pattern,Farming practice association
"crop_type_Cotton, nitrogen_content_category_High","yield_category_Low, planting_season_Spring",0.066,0.2502,0.066,1.0,3.9968025579536373,1.0,0.049486800000000004,inf,0.8027837259100643,0.2637889688249401,1.0,0.6318944844124701,Agricultural Pattern,Farming practice association
"profit_category_Low, crop_type_Cotton, nitrogen_content_category_High",yield_category_Low,0.059,0.2502,0.059,1.0,3.9968025579536373,1.0,0.0442382,inf,0.7968119022316684,0.23581135091926458,1.0,0.6179056754596323,Agricultural Pattern,Farming practice association
"planting_season_Spring, crop_type_Cotton, nitrogen_content_category_High",yield_category_Low,0.066,0.2502,0.066,1.0,3.9968025579536373,1.0,0.049486800000000004,inf,0.8027837259100643,0.2637889688249401,1.0,0.6318944844124701,Agricultural Pattern,Farming practice association
"profit_category_Low, crop_type_Cotton, disease_pressure_Low",yield_category_Low,0.0572,0.2502,0.0572,1.0,3.9968025579536373,1.0,0.042888560000000006,inf,0.7952906236741623,0.22861710631494805,1.0,0.614308553157474,Agricultural Pattern,Farming practice association
"planting_season_Spring, crop_type_Cotton",yield_category_Low,0.1044,0.2502,0.1044,1.0,3.9968025579536373,1.0,0.07827912000000001,inf,0.8372041089772221,0.4172661870503598,1.0,0.7086330935251799,Agricultural Pattern,Farming practice association
"profit_category_Low, crop_type_Cotton, soil_ph_category_Neutral",yield_category_Low,0.0592,0.2502,0.0592,1.0,3.9968025579536373,1.0,0.04438816,inf,0.7969812925170069,0.23661071143085535,1.0,0.6183053557154277,Agricultural Pattern,Farming practice association
"pest_pressure_Low, crop_type_Cotton",yield_category_Low,0.0532,0.2502,0.0532,1.0,3.9968025579536373,1.0,0.03988936,inf,0.7919307139839459,0.2126298960831335,1.0,0.6063149480415667,Agricultural Pattern,Farming practice association
"soil_ph_category_Neutral, crop_type_Cotton",yield_category_Low,0.0642,0.2502,0.0642,1.0,3.9968025579536373,1.0,0.04813716,inf,0.8012395811070743,0.2565947242206235,1.0,0.6282973621103117,Agricultural Pattern,Farming practice association
"profit_category_Low, crop_type_Cotton",yield_category_Low,0.095,0.2502,0.095,1.0,3.9968025579536373,1.0,0.071231,inf,0.8285082872928177,0.37969624300559557,1.0,0.6898481215027978,Agricultural Pattern,Farming practice association
"crop_type_Cotton, nitrogen_content_category_High",yield_category_Low,0.066,0.2502,0.066,1.0,3.9968025579536373,1.0,0.049486800000000004,inf,0.8027837259100643,0.2637889688249401,1.0,0.6318944844124701,Agricultural Pattern,Farming practice association
crop_type_Cotton,"yield_category_Low, planting_season_Spring",0.1044,0.2502,0.1044,1.0,3.9968025579536373,1.0,0.07827912000000001,inf,0.8372041089772221,0.4172661870503598,1.0,0.7086330935251799,Agricultural Pattern,Farming practice association
"planting_season_Spring, crop_type_Cotton","yield_category_Low, annual_rainfall_category_High",0.1044,0.1648,0.0686,0.6570881226053639,3.987185209984004,1.0,0.05139487999999999,2.4356111731843564,0.8365302606718691,0.34197407776669986,0.5894254341539319,0.536675129263847,Agricultural Pattern,Farming practice association
crop_type_Cotton,"yield_category_Low, annual_rainfall_category_High",0.1044,0.1648,0.0686,0.6570881226053639,3.987185209984004,1.0,0.05139487999999999,2.4356111731843564,0.8365302606718691,0.34197407776669986,0.5894254341539319,0.536675129263847,Agricultural Pattern,Farming practice association
crop_type_Cotton,"yield_category_Low, planting_season_Spring, annual_rainfall_category_High",0.1044,0.1648,0.0686,0.6570881226053639,3.987185209984004,1.0,0.05139487999999999,2.4356111731843564,0.8365302606718691,0.34197407776669986,0.5894254341539319,0.536675129263847,Agricultural Pattern,Farming practice association
"crop_type_Tomatoes, nitrogen_content_category_High",yield_category_VeryHigh,0.0606,0.25,0.0604,0.9966996699669968,3.986798679867987,1.0,0.04525,227.2500000000049,0.7975007296470764,0.24140687450039972,0.9955995599559957,0.6191498349834984,Agricultural Pattern,Farming practice association
"planting_season_Spring, crop_type_Tomatoes, nitrogen_content_category_High",yield_category_VeryHigh,0.0606,0.25,0.0604,0.9966996699669968,3.986798679867987,1.0,0.04525,227.2500000000049,0.7975007296470764,0.24140687450039972,0.9955995599559957,0.6191498349834984,Agricultural Pattern,Farming practice association
"crop_type_Tomatoes, nitrogen_content_category_High","planting_season_Spring, yield_category_VeryHigh",0.0606,0.25,0.0604,0.9966996699669968,3.986798679867987,1.0,0.04525,227.2500000000049,0.7975007296470764,0.24140687450039972,0.9955995599559957,0.6191498349834984,Agricultural Pattern,Farming practice association
"profit_category_VeryHigh, crop_type_Tomatoes","planting_season_Spring, yield_category_VeryHigh",0.0756,0.25,0.0752,0.9947089947089948,3.978835978835979,1.0,0.0563,141.7500000000015,0.8098985425854148,0.3003194888178914,0.9929453262786597,0.6477544973544974,Agricultural Pattern,Farming practice association
"profit_category_VeryHigh, planting_season_Spring, crop_type_Tomatoes",yield_category_VeryHigh,0.0756,0.25,0.0752,0.9947089947089948,3.978835978835979,1.0,0.0563,141.7500000000015,0.8098985425854148,0.3003194888178914,0.9929453262786597,0.6477544973544974,Agricultural Pattern,Farming practice association
"profit_category_VeryHigh, crop_type_Tomatoes",yield_category_VeryHigh,0.0756,0.25,0.0752,0.9947089947089948,3.978835978835979,1.0,0.0563,141.7500000000015,0.8098985425854148,0.3003194888178914,0.9929453262786597,0.6477544973544974,Agricultural Pattern,Farming practice association
"planting_season_Spring, crop_type_Rice, disease_pressure_Low",yield_category_Medium,0.0552,0.2498,0.0548,0.9927536231884059,3.9741938478318892,1.0,0.04101104,103.52760000000113,0.7921005951902692,0.21902478017585933,0.9903407400538602,0.6060645617943631,Agricultural Pattern,Farming practice association
"crop_type_Rice, disease_pressure_Low",yield_category_Medium,0.0552,0.2498,0.0548,0.9927536231884059,3.9741938478318892,1.0,0.04101104,103.52760000000113,0.7921005951902692,0.21902478017585933,0.9903407400538602,0.6060645617943631,Agricultural Pattern,Farming practice association
"crop_type_Rice, disease_pressure_Low","yield_category_Medium, planting_season_Spring",0.0552,0.2498,0.0548,0.9927536231884059,3.9741938478318892,1.0,0.04101104,103.52760000000113,0.7921005951902692,0.21902478017585933,0.9903407400538602,0.6060645617943631,Agricultural Pattern,Farming practice association
crop_type_Tomatoes,"planting_season_Spring, yield_category_VeryHigh",0.0986,0.25,0.0978,0.9918864097363084,3.9675456389452335,1.0,0.07314999999999999,92.43750000000064,0.8297703685655079,0.38995215311004783,0.9891818796484112,0.6915432048681542,Agricultural Pattern,Farming practice association
crop_type_Tomatoes,yield_category_VeryHigh,0.0986,0.25,0.0978,0.9918864097363084,3.9675456389452335,1.0,0.07314999999999999,92.43750000000064,0.8297703685655079,0.38995215311004783,0.9891818796484112,0.6915432048681542,Agricultural Pattern,Farming practice association
"planting_season_Spring, crop_type_Tomatoes",yield_category_VeryHigh,0.0986,0.25,0.0978,0.9918864097363084,3.9675456389452335,1.0,0.07314999999999999,92.43750000000064,0.8297703685655079,0.38995215311004783,0.9891818796484112,0.6915432048681542,Agricultural Pattern,Farming practice association
"crop_type_Rice, profit_category_Medium","yield_category_Medium, planting_season_Spring",0.0608,0.2498,0.0602,0.9901315789473684,3.96369727360836,1.0,0.045012159999999996,76.02026666666622,0.7961140321585628,0.24041533546325877,0.9868456130996646,0.6155621865913783,Agricultural Pattern,Farming practice association
"crop_type_Rice, profit_category_Medium",yield_category_Medium,0.0608,0.2498,0.0602,0.9901315789473684,3.96369727360836,1.0,0.045012159999999996,76.02026666666622,0.7961140321585628,0.24041533546325877,0.9868456130996646,0.6155621865913783,Agricultural Pattern,Farming practice association
"planting_season_Spring, crop_type_Rice, profit_category_Medium",yield_category_Medium,0.0608,0.2498,0.0602,0.9901315789473684,3.96369727360836,1.0,0.045012159999999996,76.02026666666622,0.7961140321585628,0.24041533546325877,0.9868456130996646,0.6155621865913783,Agricultural Pattern,Farming practice association
"soil_ph_category_Neutral, crop_type_Tomatoes",yield_category_VeryHigh,0.064,0.25,0.0634,0.990625,3.9625,1.0,0.0474,79.99999999999982,0.7987543476502467,0.2529928172386273,0.9874999999999999,0.6221125,Agricultural Pattern,Farming practice association
"planting_season_Spring, soil_ph_category_Neutral, crop_type_Tomatoes",yield_category_VeryHigh,0.064,0.25,0.0634,0.990625,3.9625,1.0,0.0474,79.99999999999982,0.7987543476502467,0.2529928172386273,0.9874999999999999,0.6221125,Agricultural Pattern,Farming practice association
"soil_ph_category_Neutral, crop_type_Tomatoes","planting_season_Spring, yield_category_VeryHigh",0.064,0.25,0.0634,0.990625,3.9625,1.0,0.0474,79.99999999999982,0.7987543476502467,0.2529928172386273,0.9874999999999999,0.6221125,Agricultural Pattern,Farming practice association
"crop_type_Tomatoes, annual_rainfall_category_High","planting_season_Spring, yield_category_VeryHigh",0.0626,0.25,0.062,0.9904153354632588,3.961661341853035,1.0,0.04635,78.24999999999989,0.797504421977054,0.24740622505985635,0.987220447284345,0.6192076677316294,Agricultural Pattern,Farming practice association
"crop_type_Tomatoes, annual_rainfall_category_High",yield_category_VeryHigh,0.0626,0.25,0.062,0.9904153354632588,3.961661341853035,1.0,0.04635,78.24999999999989,0.797504421977054,0.24740622505985635,0.987220447284345,0.6192076677316294,Agricultural Pattern,Farming practice association
"planting_season_Spring, crop_type_Tomatoes, annual_rainfall_category_High",yield_category_VeryHigh,0.0626,0.25,0.062,0.9904153354632588,3.961661341853035,1.0,0.04635,78.24999999999989,0.797504421977054,0.24740622505985635,0.987220447284345,0.6192076677316294,Agricultural Pattern,Farming practice association
"pest_pressure_Low, crop_type_Rice",yield_category_Medium,0.053,0.2498,0.0524,0.988679245283019,3.957883287762286,1.0,0.039160600000000004,66.26766666666732,0.7891654642623955,0.20926517571884984,0.9849096844615023,0.59922352976721,Agricultural Pattern,Farming practice association
"pest_pressure_Low, planting_season_Spring, crop_type_Rice",yield_category_Medium,0.053,0.2498,0.0524,0.988679245283019,3.957883287762286,1.0,0.039160600000000004,66.26766666666732,0.7891654642623955,0.20926517571884984,0.9849096844615023,0.59922352976721,Agricultural Pattern,Farming practice association
"pest_pressure_Low, crop_type_Rice","yield_category_Medium, planting_season_Spring",0.053,0.2498,0.0524,0.988679245283019,3.957883287762286,1.0,0.039160600000000004,66.26766666666732,0.7891654642623955,0.20926517571884984,0.9849096844615023,0.59922352976721,Agricultural Pattern,Farming practice association
"planting_season_Spring, crop_type_Rice, soil_ph_category_Neutral",yield_category_Medium,0.059,0.2498,0.0582,0.9864406779661018,3.9489218493438822,1.0,0.0434618,55.32725000000042,0.793588015966052,0.23224261771747812,0.9819257237617992,0.6097135335386954,Agricultural Pattern,Farming practice association
"crop_type_Rice, soil_ph_category_Neutral","yield_category_Medium, planting_season_Spring",0.059,0.2498,0.0582,0.9864406779661018,3.9489218493438822,1.0,0.0434618,55.32725000000042,0.793588015966052,0.23224261771747812,0.9819257237617992,0.6097135335386954,Agricultural Pattern,Farming practice association
"crop_type_Rice, soil_ph_category_Neutral",yield_category_Medium,0.059,0.2498,0.0582,0.9864406779661018,3.9489218493438822,1.0,0.0434618,55.32725000000042,0.793588015966052,0.23224261771747812,0.9819257237617992,0.6097135335386954,Agricultural Pattern,Farming practice association
"crop_type_Rice, annual_rainfall_category_High",yield_category_Medium,0.0682,0.2498,0.0672,0.9853372434017595,3.9445045772688534,1.0,0.050163639999999995,51.16364000000004,0.8011190578399207,0.26794258373205737,0.9804548699037051,0.6271762277857477,Agricultural Pattern,Farming practice association
"crop_type_Rice, annual_rainfall_category_High","yield_category_Medium, planting_season_Spring",0.0682,0.2498,0.0672,0.9853372434017595,3.9445045772688534,1.0,0.050163639999999995,51.16364000000004,0.8011190578399207,0.26794258373205737,0.9804548699037051,0.6271762277857477,Agricultural Pattern,Farming practice association
"planting_season_Spring, crop_type_Rice, annual_rainfall_category_High",yield_category_Medium,0.0682,0.2498,0.0672,0.9853372434017595,3.9445045772688534,1.0,0.050163639999999995,51.16364000000004,0.8011190578399207,0.26794258373205737,0.9804548699037051,0.6271762277857477,Agricultural Pattern,Farming practice association
crop_type_Rice,"yield_category_Medium, planting_season_Spring, annual_rainfall_category_High",0.1024,0.1664,0.0672,0.6562499999999999,3.943810096153846,1.0,0.05016063999999999,2.425018181818181,0.8315932433579493,0.3333333333333333,0.5876319577735123,0.5300480769230769,Agricultural Pattern,Farming practice association
"planting_season_Spring, crop_type_Rice","yield_category_Medium, annual_rainfall_category_High",0.1024,0.1664,0.0672,0.6562499999999999,3.943810096153846,1.0,0.05016063999999999,2.425018181818181,0.8315932433579493,0.3333333333333333,0.5876319577735123,0.5300480769230769,Agricultural Pattern,Farming practice association
crop_type_Rice,"yield_category_Medium, annual_rainfall_category_High",0.1024,0.1664,0.0672,0.6562499999999999,3.943810096153846,1.0,0.05016063999999999,2.425018181818181,0.8315932433579493,0.3333333333333333,0.5876319577735123,0.5300480769230769,Agricultural Pattern,Farming practice association
"crop_type_Rice, nitrogen_content_category_High","yield_category_Medium, planting_season_Spring",0.06,0.2498,0.059,0.9833333333333333,3.936482519348812,1.0,0.044011999999999996,45.01199999999986,0.7935809592499098,0.23524720893141948,0.977783702123878,0.609761142247131,Agricultural Pattern,Farming practice association
"planting_season_Spring, crop_type_Rice, nitrogen_content_category_High",yield_category_Medium,0.06,0.2498,0.059,0.9833333333333333,3.936482519348812,1.0,0.044011999999999996,45.01199999999986,0.7935809592499098,0.23524720893141948,0.977783702123878,0.609761142247131,Agricultural Pattern,Farming practice association
"crop_type_Rice, nitrogen_content_category_High",yield_category_Medium,0.06,0.2498,0.059,0.9833333333333333,3.936482519348812,1.0,0.044011999999999996,45.01199999999986,0.7935809592499098,0.23524720893141948,0.977783702123878,0.609761142247131,Agricultural Pattern,Farming practice association
crop_type_Rice,"yield_category_Medium, planting_season_Spring",0.1024,0.2498,0.1006,0.9824218749999999,3.9328337670136104,1.0,0.07502048,42.678044444444176,0.8308048323251225,0.3998410174880762,0.9765687483337775,0.6925720263710968,Agricultural Pattern,Farming practice association
crop_type_Rice,yield_category_Medium,0.1024,0.2498,0.1006,0.9824218749999999,3.9328337670136104,1.0,0.07502048,42.678044444444176,0.8308048323251225,0.3998410174880762,0.9765687483337775,0.6925720263710968,Agricultural Pattern,Farming practice association
"planting_season_Spring, crop_type_Rice",yield_category_Medium,0.1024,0.2498,0.1006,0.9824218749999999,3.9328337670136104,1.0,0.07502048,42.678044444444176,0.8308048323251225,0.3998410174880762,0.9765687483337775,0.6925720263710968,Agricultural Pattern,Farming practice association
"crop_type_Lettuce, profit_category_High","yield_category_High, planting_season_Spring",0.052,0.25,0.05,0.9615384615384617,3.8461538461538467,1.0,0.037000000000000005,19.50000000000007,0.7805907172995782,0.19841269841269843,0.9487179487179489,0.5807692307692308,Agricultural Pattern,Farming practice association
